activity_id,start_latitude,start_longitude,end_latitude,end_longitude,travel_purpose,start_time,end_time,duration_minutes,distance_miles,start_hour,same_place
1.836427816014475e+19,42.389362,-71.119548,42.38099663890386,-71.1161394762767,EAT,2022-08-30 07:44:25,2022-08-30 07:47:03,2,0.9698869060518612,7,No
1.624185604287162e+19,42.357996,-71.114939,42.37326645017886,-71.10378883799797,EAT,2022-08-30 07:45:02,2022-08-30 07:49:53,4,1.704297822960104,7,No
1.1501294228850403e+19,42.366069,-71.105366,42.36247583163736,-71.10702315165416,EAT,2022-08-30 07:45:16,2022-08-30 07:47:32,2,0.363598762959835,7,No
2.6580548490152483e+17,42.390043,-71.118227,42.37185,-71.120517,EAT,2022-08-30 07:45:37,2022-08-30 07:48:53,3,1.4521865240044418,7,No
4.967650443437993e+18,42.390043,-71.118227,42.394946935840494,-71.12911916266592,EAT,2022-08-30 07:46:06,2022-08-30 07:49:56,3,1.3900166507393459,7,No
1.4943472695583984e+19,42.37324,-71.114262,42.389926182062666,-71.12238489845659,EAT,2022-08-30 07:46:36,2022-08-30 08:13:16,26,1.381627649858398,7,No
3.7288689781878246e+18,42.365028,-71.102423,42.36467240318265,-71.08384421052558,EAT,2022-08-30 07:46:38,2022-08-30 07:50:30,3,1.409287369237316,7,No
1.2936241106145139e+19,42.362782,-71.09388,42.36238,-71.098321,EAT,2022-08-30 07:47:21,2022-08-30 07:47:54,0,0.19624742445763704,7,No
2.6910375799139323e+18,42.370698,-71.113341,42.370441,-71.113709,EAT,2022-08-30 07:47:23,2022-08-30 07:47:30,0,0.006221715513300001,7,No
1.14162447174751e+18,42.365028,-71.102423,42.36919363179411,-71.09943134542624,EAT,2022-08-30 07:48:00,2022-08-30 07:50:00,2,0.10397619662078,7,No
3.6249257316084393e+18,42.362782,-71.09388,42.363468891398114,-71.09772241331966,EAT,2022-08-30 07:48:42,2022-08-30 07:49:05,0,0.020067153894615,7,No
1.565515449110247e+19,42.390043,-71.118227,42.38944898172185,-71.11968545215656,EAT,2022-08-30 07:50:52,2022-08-30 07:51:02,0,0.008886924007707001,7,No
1.469877692213751e+19,42.360789000000004,-71.096565,42.354988,-71.103274,EAT,2022-08-30 07:51:05,2022-08-30 07:53:10,2,0.8259743545146451,7,No
1.1385562596154028e+19,42.357745,-71.10427299999999,42.357361759464304,-71.10844064774903,EAT,2022-08-30 07:52:04,2022-08-30 07:52:35,0,0.027504477766269003,7,No
1.5612330013828305e+19,42.372246000000004,-71.07982,42.370594363611566,-71.08051890301094,EAT,2022-08-30 07:52:23,2022-08-30 07:53:57,1,0.08182995676649901,7,No
7.816807248533436e+18,42.365028,-71.102423,42.382673,-71.123538,EAT,2022-08-30 07:52:25,2022-08-30 07:58:34,6,2.280607392449293,7,No
8.601991686603605e+18,42.389362,-71.119548,42.388472876997795,-71.12108418685725,EAT,2022-08-30 07:52:25,2022-08-30 07:56:19,3,0.202395798965553,7,No
1.392204376621765e+19,42.365028,-71.102423,42.354988,-71.103274,EAT,2022-08-30 07:53:15,2022-08-30 07:56:17,3,1.0406181456368448,7,No
8.175264995070965e+18,42.360789000000004,-71.096565,42.35829386296547,-71.10676081644169,EAT,2022-08-30 07:53:33,2022-08-30 07:54:57,1,0.5198717605161031,7,No
6.750877641391422e+18,42.362782,-71.09388,42.367560823136536,-71.08145958359013,EAT,2022-08-30 07:54:03,2022-08-30 07:57:33,3,1.2764992865077442,7,No
1.4293082310031116e+19,42.365244,-71.08233299999999,42.35957295665772,-71.10646178510169,EAT,2022-08-30 07:58:04,2022-08-30 08:02:36,4,1.759493834199334,7,No
1.4240586418629048e+19,42.37175,-71.084037,42.37073459575211,-71.10320628147,EAT,2022-08-30 07:58:06,2022-08-30 08:02:58,4,1.302878731533543,7,No
1.1075530283964445e+19,42.370698,-71.113341,42.370441,-71.113709,EAT,2022-08-30 07:58:31,2022-08-30 07:58:35,0,0.003614923526954,7,No
1.08933909640191e+19,42.372246000000004,-71.07982,42.37252,-71.07899599999999,EAT,2022-08-30 07:58:47,2022-08-30 08:00:11,1,0.07295320128266701,7,No
